date,dc_id,load_MW,cooling_kW
2024-09-25,DC_26,12.33,1039.7
2024-09-26,DC_26,12.38,794.9
2024-09-27,DC_26,13.6,908.4
2024-09-28,DC_26,13.41,749.2
2024-09-29,DC_26,13.02,799.4
2024-09-30,DC_26,13.24,960.3
2024-10-01,DC_26,12.67,902.1
2024-10-02,DC_26,13.36,809.6
2024-10-03,DC_26,13.47,859.7
2024-10-04,DC_26,12.19,808.4
2024-10-05,DC_26,12.36,859.0
2024-10-06,DC_26,13.07,956.8
2024-10-07,DC_26,13.58,893.5
2024-10-08,DC_26,11.94,758.5
2024-10-09,DC_26,12.97,871.1
2024-10-10,DC_26,12.65,1047.1
2024-10-11,DC_26,12.02,1001.5
2024-10-12,DC_26,13.55,903.8
2024-10-13,DC_26,13.43,897.5
2024-10-14,DC_26,13.95,921.2
2024-10-15,DC_26,12.38,910.5
2024-10-16,DC_26,12.62,1017.1
2024-10-17,DC_26,13.07,910.0
2024-10-18,DC_26,13.04,834.1
2024-10-19,DC_26,13.11,924.5
2024-10-20,DC_26,12.33,1031.9
2024-10-21,DC_26,13.36,870.6
2024-10-22,DC_26,12.45,821.4
2024-10-23,DC_26,13.15,865.4
2024-10-24,DC_26,12.39,887.7
2024-10-25,DC_26,13.38,742.8
2024-10-26,DC_26,13.65,863.6
2024-10-27,DC_26,13.13,882.3
2024-10-28,DC_26,13.53,773.2
2024-10-29,DC_26,12.06,788.3
2024-10-30,DC_26,12.78,798.3
2024-10-31,DC_26,12.41,880.4
2024-11-01,DC_26,12.51,973.2
2024-11-02,DC_26,12.44,762.7
2024-11-03,DC_26,13.19,757.3
2024-11-04,DC_26,12.2,969.9
2024-11-05,DC_26,13.46,838.4
2024-11-06,DC_26,12.91,914.0
2024-11-07,DC_26,12.54,969.4
2024-11-08,DC_26,12.59,950.4
2024-11-09,DC_26,12.26,683.5
2024-11-10,DC_26,12.22,897.6
2024-11-11,DC_26,13.22,712.7
2024-11-12,DC_26,12.36,843.7
2024-11-13,DC_26,13.33,809.0
2024-11-14,DC_26,13.0,727.3
2024-11-15,DC_26,13.39,790.0
2024-11-16,DC_26,12.05,814.0
2024-11-17,DC_26,13.28,826.5
2024-11-18,DC_26,12.68,739.9
2024-11-19,DC_26,12.88,842.2
2024-11-20,DC_26,11.89,810.7
2024-11-21,DC_26,12.57,881.6
2024-11-22,DC_26,12.98,751.3
2024-11-23,DC_26,12.35,692.0
2024-11-24,DC_26,12.86,841.6
2024-11-25,DC_26,12.72,729.9
2024-11-26,DC_26,11.98,718.7
2024-11-27,DC_26,13.25,757.7
2024-11-28,DC_26,11.72,806.3
2024-11-29,DC_26,12.64,767.6
2024-11-30,DC_26,12.59,770.3
2024-12-01,DC_26,11.71,783.0
2024-12-02,DC_26,12.14,683.1
2024-12-03,DC_26,11.86,821.1
2024-12-04,DC_26,12.85,930.4
2024-12-05,DC_26,12.41,852.4
2024-12-06,DC_26,12.72,763.4
2024-12-07,DC_26,13.14,868.1
2024-12-08,DC_26,12.95,902.0
2024-12-09,DC_26,12.71,814.8
2024-12-10,DC_26,12.73,950.2
2024-12-11,DC_26,13.5,779.7
2024-12-12,DC_26,12.72,799.0
2024-12-13,DC_26,12.92,715.7
2024-12-14,DC_26,12.51,892.2
2024-12-15,DC_26,13.22,643.4
2024-12-16,DC_26,13.09,716.3
2024-12-17,DC_26,13.14,772.8
2024-12-18,DC_26,11.92,947.8
2024-12-19,DC_26,11.89,813.1
2024-12-20,DC_26,13.36,711.1
2024-12-21,DC_26,12.88,820.1
2024-12-22,DC_26,12.71,734.8
2024-12-23,DC_26,11.16,802.2
2024-12-24,DC_26,11.7,770.2
2024-12-25,DC_26,12.3,899.7
2024-12-26,DC_26,13.19,809.0
2024-12-27,DC_26,12.44,773.9
2024-12-28,DC_26,11.72,794.2
2024-12-29,DC_26,11.39,729.9
2024-12-30,DC_26,12.18,813.7
2024-12-31,DC_26,12.46,853.8
2019-01-01,DC_27,10.27,1465.7
2019-01-02,DC_27,9.99,1452.7
2019-01-03,DC_27,9.83,1313.1
2019-01-04,DC_27,10.05,1516.9
2019-01-05,DC_27,10.23,1409.0
2019-01-06,DC_27,10.22,1299.0
2019-01-07,DC_27,9.96,1454.8
2019-01-08,DC_27,9.41,1396.2
2019-01-09,DC_27,10.22,1209.9
2019-01-10,DC_27,9.82,1372.2
2019-01-11,DC_27,10.65,1487.9
2019-01-12,DC_27,10.36,1414.4
2019-01-13,DC_27,9.72,1489.8
2019-01-14,DC_27,9.61,1225.7
2019-01-15,DC_27,9.67,1349.8
2019-01-16,DC_27,8.76,1487.8
2019-01-17,DC_27,9.79,1365.9
2019-01-18,DC_27,10.1,1283.1
2019-01-19,DC_27,10.47,1211.9
2019-01-20,DC_27,9.47,1333.6
2019-01-21,DC_27,9.78,1393.5
2019-01-22,DC_27,9.62,1128.2
2019-01-23,DC_27,9.7,1367.3
2019-01-24,DC_27,10.07,1277.3
2019-01-25,DC_27,9.62,1370.2
2019-01-26,DC_27,9.55,1315.6
2019-01-27,DC_27,10.71,1479.5
2019-01-28,DC_27,9.78,1338.1
2019-01-29,DC_27,9.38,1251.4
2019-01-30,DC_27,9.05,1544.4
2019-01-31,DC_27,10.38,1352.6
2019-02-01,DC_27,8.97,1271.3
2019-02-02,DC_27,9.53,1479.4
2019-02-03,DC_27,9.91,1513.9
2019-02-04,DC_27,9.09,1410.4
2019-02-05,DC_27,9.25,1274.2
2019-02-06,DC_27,9.7,1291.2
2019-02-07,DC_27,10.0,1294.9
2019-02-08,DC_27,8.71,1486.0
2019-02-09,DC_27,9.38,1359.0
2019-02-10,DC_27,9.27,1317.6
2019-02-11,DC_27,8.43,1357.8
2019-02-12,DC_27,10.08,1267.2
2019-02-13,DC_27,9.39,1436.7
2019-02-14,DC_27,9.49,1408.6
2019-02-15,DC_27,8.41,1355.0
2019-02-16,DC_27,8.73,1251.5
2019-02-17,DC_27,9.84,1428.3
2019-02-18,DC_27,8.96,1326.3
2019-02-19,DC_27,9.66,1381.9
2019-02-20,DC_27,10.0,1324.9
2019-02-21,DC_27,9.79,1319.1
2019-02-22,DC_27,9.34,1519.0
2019-02-23,DC_27,9.16,1147.6
2019-02-24,DC_27,9.62,1330.3
2019-02-25,DC_27,9.58,1288.9
2019-02-26,DC_27,9.92,1170.3
2019-02-27,DC_27,8.93,1358.1
2019-02-28,DC_27,10.37,1248.1
2019-03-01,DC_27,10.24,1362.5
2019-03-02,DC_27,9.22,1411.8
2019-03-03,DC_27,9.57,1397.2
2019-03-04,DC_27,9.34,1201.5
2019-03-05,DC_27,10.44,1303.0
2019-03-06,DC_27,9.62,1436.8
2019-03-07,DC_27,9.66,1257.3
2019-03-08,DC_27,9.37,1386.6
2019-03-09,DC_27,9.46,1276.6
2019-03-10,DC_27,9.21,1364.4
2019-03-11,DC_27,9.65,1310.7
2019-03-12,DC_27,9.29,1464.1
2019-03-13,DC_27,9.46,1345.8
2019-03-14,DC_27,8.87,1251.5
2019-03-15,DC_27,9.8,1403.6
2019-03-16,DC_27,9.56,1285.8
2019-03-17,DC_27,9.5,1366.5
2019-03-18,DC_27,9.44,1323.9
2019-03-19,DC_27,9.79,1229.6
2019-03-20,DC_27,10.08,1252.5
2019-03-21,DC_27,9.22,1370.6
2019-03-22,DC_27,9.65,1280.8
2019-03-23,DC_27,9.25,1308.0
2019-03-24,DC_27,9.24,1390.1
2019-03-25,DC_27,9.3,1314.0
2019-03-26,DC_27,9.07,1392.9
2019-03-27,DC_27,9.12,1300.8
2019-03-28,DC_27,9.44,1317.4
2019-03-29,DC_27,9.8,1424.4
2019-03-30,DC_27,10.14,1258.3
2019-03-31,DC_27,9.51,1163.2
2019-04-01,DC_27,9.44,1106.9
2019-04-02,DC_27,9.45,1363.0
2019-04-03,DC_27,9.31,1328.6
2019-04-04,DC_27,9.59,1356.7
2019-04-05,DC_27,8.66,1323.1
2019-04-06,DC_27,9.25,1169.0
2019-04-07,DC_27,9.89,1264.3
2019-04-08,DC_27,8.96,1297.2
2019-04-09,DC_27,8.69,1376.6
2019-04-10,DC_27,10.3,1494.7
2019-04-11,DC_27,10.53,1370.8
2019-04-12,DC_27,9.53,1253.8
2019-04-13,DC_27,9.71,1366.8
2019-04-14,DC_27,9.48,1478.1
2019-04-15,DC_27,9.08,1345.6
2019-04-16,DC_27,9.48,1268.0
2019-04-17,DC_27,9.4,1409.1
2019-04-18,DC_27,9.37,1341.9
2019-04-19,DC_27,9.1,1388.5
2019-04-20,DC_27,8.36,1312.1
2019-04-21,DC_27,9.77,1392.8
2019-04-22,DC_27,9.62,1460.1
2019-04-23,DC_27,9.49,1382.1
2019-04-24,DC_27,8.79,1323.3
2019-04-25,DC_27,9.12,1312.9
2019-04-26,DC_27,9.26,1465.0
2019-04-27,DC_27,9.67,1389.0
2019-04-28,DC_27,10.33,1355.9
2019-04-29,DC_27,10.03,1254.0
2019-04-30,DC_27,10.65,1361.5
2019-05-01,DC_27,9.45,1403.4
2019-05-02,DC_27,9.86,1367.1
2019-05-03,DC_27,10.23,1356.3
2019-05-04,DC_27,8.71,1364.6
2019-05-05,DC_27,9.17,1433.7
2019-05-06,DC_27,9.72,1275.3
2019-05-07,DC_27,9.42,1364.1
2019-05-08,DC_27,9.05,1417.5
2019-05-09,DC_27,9.24,1200.5
2019-05-10,DC_27,10.14,1448.7
2019-05-11,DC_27,10.28,1418.8
2019-05-12,DC_27,9.27,1378.0
2019-05-13,DC_27,9.16,1364.2
2019-05-14,DC_27,9.41,1342.6
2019-05-15,DC_27,10.16,1326.0
2019-05-16,DC_27,10.78,1287.9
2019-05-17,DC_27,8.71,1307.4
2019-05-18,DC_27,10.83,1263.1
2019-05-19,DC_27,8.94,1302.1
2019-05-20,DC_27,10.15,1331.2
2019-05-21,DC_27,10.59,1309.8
2019-05-22,DC_27,9.56,1322.4
2019-05-23,DC_27,9.98,1352.9
2019-05-24,DC_27,9.09,1341.4
2019-05-25,DC_27,10.58,1357.9
2019-05-26,DC_27,8.74,1413.9
2019-05-27,DC_27,8.79,1283.5
2019-05-28,DC_27,9.72,1468.7
2019-05-29,DC_27,9.81,1462.8
2019-05-30,DC_27,10.2,1389.8
2019-05-31,DC_27,10.07,1402.7
2019-06-01,DC_27,9.62,1313.3
2019-06-02,DC_27,9.85,1585.7
2019-06-03,DC_27,8.51,1514.9
2019-06-04,DC_27,9.66,1380.3
2019-06-05,DC_27,9.51,1307.8
2019-06-06,DC_27,10.07,1546.6
2019-06-07,DC_27,9.74,1285.3
2019-06-08,DC_27,10.67,1301.1
2019-06-09,DC_27,10.08,1377.7
2019-06-10,DC_27,10.14,1370.1
2019-06-11,DC_27,10.55,1449.0
2019-06-12,DC_27,9.84,1574.7
2019-06-13,DC_27,10.2,1422.9
2019-06-14,DC_27,10.11,1513.6
2019-06-15,DC_27,10.47,1412.6
2019-06-16,DC_27,10.97,1498.5
2019-06-17,DC_27,9.63,1512.2
2019-06-18,DC_27,10.05,1482.8
2019-06-19,DC_27,10.34,1405.5
2019-06-20,DC_27,9.49,1446.9
2019-06-21,DC_27,9.94,1288.0
2019-06-22,DC_27,9.89,1424.8
2019-06-23,DC_27,9.76,1567.4
2019-06-24,DC_27,9.91,1432.3
2019-06-25,DC_27,9.89,1489.3
2019-06-26,DC_27,9.46,1385.5
2019-06-27,DC_27,11.26,1525.8
2019-06-28,DC_27,10.13,1407.3
2019-06-29,DC_27,10.6,1454.4
2019-06-30,DC_27,9.81,1328.8
2019-07-01,DC_27,9.46,1486.8
2019-07-02,DC_27,10.19,1354.4
2019-07-03,DC_27,9.41,1287.2
2019-07-04,DC_27,10.31,1512.2
2019-07-05,DC_27,9.76,1543.4
2019-07-06,DC_27,10.67,1565.9
2019-07-07,DC_27,9.66,1411.9
2019-07-08,DC_27,10.62,1511.5
2019-07-09,DC_27,10.39,1381.6
2019-07-10,DC_27,11.17,1556.5
2019-07-11,DC_27,10.36,1414.3
2019-07-12,DC_27,10.51,1507.8
2019-07-13,DC_27,9.95,1538.0
2019-07-14,DC_27,9.4,1478.2
2019-07-15,DC_27,9.43,1459.2
2019-07-16,DC_27,10.81,1278.8
2019-07-17,DC_27,10.43,1465.9
2019-07-18,DC_27,10.43,1548.7
2019-07-19,DC_27,10.06,1595.5
2019-07-20,DC_27,10.33,1627.6
2019-07-21,DC_27,9.25,1487.1
2019-07-22,DC_27,10.36,1504.9
2019-07-23,DC_27,11.38,1287.4
2019-07-24,DC_27,9.99,1446.5
2019-07-25,DC_27,10.39,1534.6
2019-07-26,DC_27,9.92,1516.7
2019-07-27,DC_27,10.94,1494.5
2019-07-28,DC_27,9.92,1521.5
2019-07-29,DC_27,10.8,1509.4
2019-07-30,DC_27,11.58,1396.3
2019-07-31,DC_27,10.39,1633.5
2019-08-01,DC_27,9.1,1495.1
2019-08-02,DC_27,11.1,1304.4
2019-08-03,DC_27,10.37,1528.1
2019-08-04,DC_27,10.52,1482.5
2019-08-05,DC_27,10.64,1705.0
2019-08-06,DC_27,10.96,1499.5
2019-08-07,DC_27,10.02,1505.3
2019-08-08,DC_27,10.1,1525.3
2019-08-09,DC_27,10.28,1538.7
2019-08-10,DC_27,10.2,1427.2
2019-08-11,DC_27,11.39,1562.0
2019-08-12,DC_27,10.39,1644.4
2019-08-13,DC_27,10.76,1502.1
2019-08-14,DC_27,10.77,1542.2
2019-08-15,DC_27,10.55,1569.1
2019-08-16,DC_27,10.57,1502.3
2019-08-17,DC_27,10.57,1460.2
2019-08-18,DC_27,10.85,1588.4
2019-08-19,DC_27,11.05,1385.0
2019-08-20,DC_27,9.87,1461.2
2019-08-21,DC_27,11.49,1475.3
2019-08-22,DC_27,10.14,1502.6
2019-08-23,DC_27,11.44,1424.6
2019-08-24,DC_27,11.24,1642.3
2019-08-25,DC_27,11.1,1491.0
2019-08-26,DC_27,10.89,1476.1
2019-08-27,DC_27,11.59,1501.8
2019-08-28,DC_27,9.99,1539.0
2019-08-29,DC_27,9.97,1348.7
2019-08-30,DC_27,12.09,1548.8
2019-08-31,DC_27,11.0,1547.5
2019-09-01,DC_27,10.25,1604.7
2019-09-02,DC_27,10.89,1589.0
2019-09-03,DC_27,10.99,1499.5
2019-09-04,DC_27,10.93,1325.4
2019-09-05,DC_27,10.5,1474.0
2019-09-06,DC_27,10.18,1463.5
2019-09-07,DC_27,10.58,1399.4
2019-09-08,DC_27,10.72,1420.7
2019-09-09,DC_27,10.56,1512.9
2019-09-10,DC_27,10.83,1539.5
2019-09-11,DC_27,10.45,1410.1
2019-09-12,DC_27,10.67,1424.6
2019-09-13,DC_27,10.15,1551.3
2019-09-14,DC_27,10.3,1400.1
2019-09-15,DC_27,11.28,1634.7
2019-09-16,DC_27,11.4,1425.7
2019-09-17,DC_27,10.38,1544.5
2019-09-18,DC_27,10.71,1553.8
2019-09-19,DC_27,10.72,1597.5
2019-09-20,DC_27,11.32,1398.1
2019-09-21,DC_27,10.78,1671.9
2019-09-22,DC_27,10.86,1711.3
2019-09-23,DC_27,8.99,1573.3
2019-09-24,DC_27,10.41,1497.9
2019-09-25,DC_27,12.1,1549.8
2019-09-26,DC_27,10.35,1479.9
2019-09-27,DC_27,10.62,1517.2
2019-09-28,DC_27,9.88,1586.3
2019-09-29,DC_27,9.41,1385.2
2019-09-30,DC_27,10.33,1509.9
2019-10-01,DC_27,10.49,1526.9
2019-10-02,DC_27,10.45,1413.5
2019-10-03,DC_27,10.26,1504.3
2019-10-04,DC_27,10.66,1670.7
2019-10-05,DC_27,10.15,1565.7
2019-10-06,DC_27,10.31,1500.7
2019-10-07,DC_27,11.13,1535.4
2019-10-08,DC_27,11.47,1468.4
2019-10-09,DC_27,10.98,1409.0
2019-10-10,DC_27,10.73,1495.7
2019-10-11,DC_27,10.59,1459.3
2019-10-12,DC_27,10.23,1536.9
2019-10-13,DC_27,10.37,1569.7
2019-10-14,DC_27,11.24,1612.7
2019-10-15,DC_27,11.22,1587.7
2019-10-16,DC_27,10.41,1466.1
2019-10-17,DC_27,9.96,1508.6
2019-10-18,DC_27,10.78,1463.1
2019-10-19,DC_27,11.04,1461.1
2019-10-20,DC_27,11.2,1537.0
2019-10-21,DC_27,10.69,1493.8
2019-10-22,DC_27,10.44,1405.6
2019-10-23,DC_27,11.55,1581.6
2019-10-24,DC_27,10.32,1434.3
2019-10-25,DC_27,11.17,1579.0
2019-10-26,DC_27,9.71,1462.2
2019-10-27,DC_27,10.45,1657.4
2019-10-28,DC_27,10.72,1446.9
2019-10-29,DC_27,10.07,1476.2
2019-10-30,DC_27,9.7,1487.0
2019-10-31,DC_27,10.88,1578.3
2019-11-01,DC_27,10.01,1587.6
2019-11-02,DC_27,10.72,1425.7
2019-11-03,DC_27,9.92,1491.4
2019-11-04,DC_27,11.1,1519.9
2019-11-05,DC_27,11.37,1468.4
2019-11-06,DC_27,9.5,1437.3
2019-11-07,DC_27,9.76,1509.9
2019-11-08,DC_27,10.91,1581.6
2019-11-09,DC_27,9.86,1503.3
2019-11-10,DC_27,11.01,1511.3
2019-11-11,DC_27,9.91,1507.5
2019-11-12,DC_27,10.68,1509.7
2019-11-13,DC_27,9.99,1472.7
2019-11-14,DC_27,10.5,1391.7
2019-11-15,DC_27,9.99,1560.2
2019-11-16,DC_27,9.8,1468.3
2019-11-17,DC_27,10.07,1392.1
2019-11-18,DC_27,10.21,1438.9
2019-11-19,DC_27,9.61,1475.8
2019-11-20,DC_27,9.54,1553.7
2019-11-21,DC_27,9.34,1531.9
2019-11-22,DC_27,10.36,1523.5
2019-11-23,DC_27,10.87,1525.4
2019-11-24,DC_27,9.6,1421.3
2019-11-25,DC_27,9.98,1401.4
2019-11-26,DC_27,11.02,1432.1
2019-11-27,DC_27,10.1,1520.9
2019-11-28,DC_27,10.18,1346.2
2019-11-29,DC_27,10.72,1430.1
2019-11-30,DC_27,9.77,1506.6
2019-12-01,DC_27,9.13,1461.7
2019-12-02,DC_27,9.75,1345.6
2019-12-03,DC_27,10.11,1482.8
2019-12-04,DC_27,10.38,1448.8
2019-12-05,DC_27,10.66,1474.5
2019-12-06,DC_27,9.36,1476.6
2019-12-07,DC_27,9.44,1292.4
2019-12-08,DC_27,10.0,1535.8
2019-12-09,DC_27,10.11,1546.6
2019-12-10,DC_27,11.16,1428.3
2019-12-11,DC_27,10.13,1610.4
2019-12-12,DC_27,10.31,1506.3
2019-12-13,DC_27,10.58,1542.3
2019-12-14,DC_27,9.89,1601.5
2019-12-15,DC_27,10.44,1486.0
2019-12-16,DC_27,10.32,1438.2
2019-12-17,DC_27,10.43,1412.3
2019-12-18,DC_27,9.07,1578.2
2019-12-19,DC_27,9.89,1370.7
2019-12-20,DC_27,10.22,1466.2
2019-12-21,DC_27,9.77,1470.6
2019-12-22,DC_27,10.44,1465.2
2019-12-23,DC_27,9.2,1462.7
2019-12-24,DC_27,10.52,1479.9
2019-12-25,DC_27,9.54,1410.6
2019-12-26,DC_27,9.6,1439.3
2019-12-27,DC_27,9.94,1433.9
2019-12-28,DC_27,10.04,1402.7
2019-12-29,DC_27,10.15,1466.2
2019-12-30,DC_27,10.56,1551.6
2019-12-31,DC_27,10.04,1451.4
2020-01-01,DC_27,9.74,1271.0
2020-01-02,DC_27,9.79,1389.4
2020-01-03,DC_27,9.32,1424.8
2020-01-04,DC_27,10.09,1372.2
2020-01-05,DC_27,10.34,1461.9
2020-01-06,DC_27,9.12,1421.3
2020-01-07,DC_27,10.35,1414.3
2020-01-08,DC_27,9.88,1348.5
2020-01-09,DC_27,10.06,1483.2
2020-01-10,DC_27,9.24,1230.6
2020-01-11,DC_27,10.17,1344.3
2020-01-12,DC_27,9.29,1391.5
2020-01-13,DC_27,9.99,1205.2
2020-01-14,DC_27,9.89,1248.5
2020-01-15,DC_27,10.62,1425.7
2020-01-16,DC_27,9.67,1445.5
2020-01-17,DC_27,9.47,1400.5
2020-01-18,DC_27,8.39,1447.3
2020-01-19,DC_27,9.34,1286.2
2020-01-20,DC_27,10.44,1422.5
2020-01-21,DC_27,10.84,1214.5
2020-01-22,DC_27,10.17,1378.5
2020-01-23,DC_27,9.96,1256.3
2020-01-24,DC_27,8.66,1279.4
2020-01-25,DC_27,10.15,1395.3
2020-01-26,DC_27,10.12,1279.2
2020-01-27,DC_27,9.2,1438.7
2020-01-28,DC_27,10.65,1508.7
2020-01-29,DC_27,9.32,1252.3
2020-01-30,DC_27,10.13,1275.6
2020-01-31,DC_27,9.86,1351.7
2020-02-01,DC_27,8.71,1339.9
2020-02-02,DC_27,9.55,1450.3
2020-02-03,DC_27,9.12,1467.5
2020-02-04,DC_27,9.77,1401.6
2020-02-05,DC_27,9.93,1338.2
2020-02-06,DC_27,9.77,1545.5
2020-02-07,DC_27,9.78,1272.5
2020-02-08,DC_27,9.39,1353.1
2020-02-09,DC_27,9.56,1302.7
2020-02-10,DC_27,10.08,1179.0
2020-02-11,DC_27,9.44,1347.9
2020-02-12,DC_27,9.96,1426.7
2020-02-13,DC_27,9.97,1218.1
2020-02-14,DC_27,9.34,1497.6
2020-02-15,DC_27,8.91,1377.6
2020-02-16,DC_27,9.32,1231.5
2020-02-17,DC_27,8.9,1275.3
2020-02-18,DC_27,10.06,1347.2
2020-02-19,DC_27,8.81,1365.9
2020-02-20,DC_27,9.91,1388.7
2020-02-21,DC_27,9.0,1214.7
2020-02-22,DC_27,9.03,1298.2
2020-02-23,DC_27,9.6,1304.5
2020-02-24,DC_27,8.91,1359.2
2020-02-25,DC_27,9.71,1321.8
2020-02-26,DC_27,8.99,1398.3
2020-02-27,DC_27,9.97,1268.5
2020-02-28,DC_27,9.43,1325.1
2020-02-29,DC_27,9.18,1333.4
2020-03-01,DC_27,9.71,1254.5
2020-03-02,DC_27,9.64,1223.9
2020-03-03,DC_27,9.03,1350.6
2020-03-04,DC_27,9.83,1294.2
2020-03-05,DC_27,8.98,1187.0
2020-03-06,DC_27,9.34,1367.0
2020-03-07,DC_27,8.59,1412.6
2020-03-08,DC_27,9.78,1403.4
2020-03-09,DC_27,9.13,1383.5
2020-03-10,DC_27,9.93,1479.3
2020-03-11,DC_27,10.12,1375.4
2020-03-12,DC_27,9.15,1387.3
2020-03-13,DC_27,8.86,1329.4
2020-03-14,DC_27,9.23,1264.7
2020-03-15,DC_27,9.39,1369.9
2020-03-16,DC_27,9.51,1546.0
2020-03-17,DC_27,9.36,1296.7
2020-03-18,DC_27,9.9,1439.0
2020-03-19,DC_27,9.84,1236.2
2020-03-20,DC_27,9.67,1307.5
2020-03-21,DC_27,9.8,1427.1
2020-03-22,DC_27,9.43,1468.4
2020-03-23,DC_27,9.03,1364.6
2020-03-24,DC_27,9.65,1308.7
2020-03-25,DC_27,9.3,1365.0
2020-03-26,DC_27,9.15,1304.3
2020-03-27,DC_27,9.28,1360.6
2020-03-28,DC_27,9.1,1274.8
2020-03-29,DC_27,8.34,1405.1
2020-03-30,DC_27,9.06,1414.5
2020-03-31,DC_27,8.88,1167.0
2020-04-01,DC_27,9.89,1410.3
2020-04-02,DC_27,9.04,1222.1
2020-04-03,DC_27,9.77,1277.4
2020-04-04,DC_27,9.5,1315.6
2020-04-05,DC_27,9.6,1442.2
2020-04-06,DC_27,9.89,1416.3
2020-04-07,DC_27,9.58,1348.8
2020-04-08,DC_27,8.48,1349.9
2020-04-09,DC_27,8.69,1293.6
2020-04-10,DC_27,9.47,1439.2
2020-04-11,DC_27,9.97,1227.7
2020-04-12,DC_27,9.78,1446.6
2020-04-13,DC_27,9.06,1389.1
2020-04-14,DC_27,8.82,1341.4
2020-04-15,DC_27,9.61,1384.7
2020-04-16,DC_27,9.1,1199.3
2020-04-17,DC_27,9.3,1393.5
2020-04-18,DC_27,9.77,1438.9
2020-04-19,DC_27,10.3,1293.2
2020-04-20,DC_27,9.45,1426.5
2020-04-21,DC_27,9.43,1341.6
2020-04-22,DC_27,9.59,1281.3
2020-04-23,DC_27,10.0,1337.9
2020-04-24,DC_27,9.88,1337.0
2020-04-25,DC_27,9.37,1246.0
2020-04-26,DC_27,9.51,1357.2
2020-04-27,DC_27,10.45,1301.2
2020-04-28,DC_27,9.08,1353.1
2020-04-29,DC_27,9.48,1427.3
2020-04-30,DC_27,9.66,1474.6
2020-05-01,DC_27,9.88,1392.0
2020-05-02,DC_27,9.73,1328.2
2020-05-03,DC_27,8.62,1384.3
2020-05-04,DC_27,9.58,1435.5
2020-05-05,DC_27,10.14,1388.9
2020-05-06,DC_27,9.85,1409.2
2020-05-07,DC_27,9.8,1385.0
2020-05-08,DC_27,9.14,1324.1
2020-05-09,DC_27,10.09,1400.7
2020-05-10,DC_27,9.08,1424.7
2020-05-11,DC_27,9.6,1507.9
2020-05-12,DC_27,9.74,1407.2
2020-05-13,DC_27,10.4,1531.0
2020-05-14,DC_27,10.06,1427.3
2020-05-15,DC_27,9.92,1426.0
2020-05-16,DC_27,10.21,1463.1
2020-05-17,DC_27,9.56,1463.6
2020-05-18,DC_27,10.24,1298.5
2020-05-19,DC_27,9.65,1214.1
2020-05-20,DC_27,8.86,1324.0
2020-05-21,DC_27,10.17,1415.0
2020-05-22,DC_27,10.81,1326.2
2020-05-23,DC_27,9.17,1460.3
2020-05-24,DC_27,10.42,1400.0
2020-05-25,DC_27,9.44,1377.8
2020-05-26,DC_27,9.39,1405.7
2020-05-27,DC_27,8.75,1230.2
2020-05-28,DC_27,10.4,1248.8
2020-05-29,DC_27,9.53,1404.4
2020-05-30,DC_27,11.58,1295.0
2020-05-31,DC_27,10.28,1422.4
2020-06-01,DC_27,10.21,1248.6
2020-06-02,DC_27,9.39,1358.4
2020-06-03,DC_27,9.69,1271.5
2020-06-04,DC_27,9.41,1417.0
2020-06-05,DC_27,10.09,1429.5
2020-06-06,DC_27,9.96,1386.0
2020-06-07,DC_27,9.26,1613.4
2020-06-08,DC_27,10.04,1469.1
2020-06-09,DC_27,9.8,1371.5
2020-06-10,DC_27,10.39,1372.3
2020-06-11,DC_27,9.71,1422.8
2020-06-12,DC_27,10.08,1451.4
2020-06-13,DC_27,9.56,1354.2
2020-06-14,DC_27,10.31,1379.0
2020-06-15,DC_27,9.86,1357.2
2020-06-16,DC_27,9.71,1403.7
2020-06-17,DC_27,10.37,1420.2
2020-06-18,DC_27,9.98,1437.1
2020-06-19,DC_27,10.33,1335.1
2020-06-20,DC_27,10.01,1464.2
2020-06-21,DC_27,10.68,1567.0
2020-06-22,DC_27,9.7,1325.3
2020-06-23,DC_27,9.58,1383.5
2020-06-24,DC_27,10.51,1385.7
2020-06-25,DC_27,10.23,1501.1
2020-06-26,DC_27,9.85,1406.6
2020-06-27,DC_27,10.33,1371.6
2020-06-28,DC_27,9.52,1368.4
2020-06-29,DC_27,10.52,1378.9
2020-06-30,DC_27,10.38,1414.5
2020-07-01,DC_27,9.67,1543.7
2020-07-02,DC_27,9.75,1356.6
2020-07-03,DC_27,10.29,1365.0
2020-07-04,DC_27,10.3,1451.6
2020-07-05,DC_27,10.96,1574.3
2020-07-06,DC_27,10.06,1415.4
2020-07-07,DC_27,9.38,1419.9
2020-07-08,DC_27,10.67,1557.0
2020-07-09,DC_27,9.63,1591.1
2020-07-10,DC_27,10.59,1500.8
2020-07-11,DC_27,10.46,1351.4
2020-07-12,DC_27,8.73,1438.0
2020-07-13,DC_27,10.6,1395.2
2020-07-14,DC_27,10.39,1413.9
2020-07-15,DC_27,10.97,1593.6
2020-07-16,DC_27,10.8,1488.6
2020-07-17,DC_27,9.63,1361.2
2020-07-18,DC_27,10.35,1588.8
2020-07-19,DC_27,10.9,1394.9
2020-07-20,DC_27,10.96,1442.9
2020-07-21,DC_27,10.44,1343.9
2020-07-22,DC_27,10.37,1474.6
2020-07-23,DC_27,10.05,1466.2
2020-07-24,DC_27,10.43,1618.6
2020-07-25,DC_27,10.42,1521.5
